20:38:58.721 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840054480
20:38:58.722 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840054480
20:38:58.722 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:38:59.839 [main] INFO  utilities.UtilityCustomFunctions - Actual:Doris@rsoft.in
20:38:59.839 [main] INFO  utilities.UtilityCustomFunctions - Expected:Doris@rsoft.in
20:38:59.839 [main] INFO  utilities.UtilityCustomFunctions - Message:Email
20:39:00.940 [main] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
20:39:00.940 [main] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
20:39:00.940 [main] INFO  utilities.UtilityCustomFunctions - Message:Text
20:39:02.051 [main] INFO  utilities.UtilityCustomFunctions - Actual:three
20:39:02.051 [main] INFO  utilities.UtilityCustomFunctions - Expected:three
20:39:02.051 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
20:39:03.164 [main] INFO  utilities.UtilityCustomFunctions - Actual:Tamilnadu
20:39:03.164 [main] INFO  utilities.UtilityCustomFunctions - Expected:Tamilnadu
20:39:03.164 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
20:39:16.587 [main] INFO  utilities.UtilityCustomFunctions - Actual:Sandra Jeremy
20:39:16.587 [main] INFO  utilities.UtilityCustomFunctions - Expected:Lisa
20:39:16.587 [main] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
20:39:17.706 [main] INFO  utilities.UtilityCustomFunctions - Actual:+91
20:39:17.706 [main] INFO  utilities.UtilityCustomFunctions - Expected:+91
20:39:17.706 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
20:39:18.826 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840005891
20:39:18.826 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840005891
20:39:18.826 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:39:19.937 [main] INFO  utilities.UtilityCustomFunctions - Actual:Lori@rsoft.in
20:39:19.937 [main] INFO  utilities.UtilityCustomFunctions - Expected:Lori@rsoft.in
20:39:19.937 [main] INFO  utilities.UtilityCustomFunctions - Message:Email
20:39:21.051 [main] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
20:39:21.051 [main] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
20:39:21.051 [main] INFO  utilities.UtilityCustomFunctions - Message:Text
20:39:22.173 [main] INFO  utilities.UtilityCustomFunctions - Actual:four
20:39:22.173 [main] INFO  utilities.UtilityCustomFunctions - Expected:four
20:39:22.173 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
20:39:23.309 [main] INFO  utilities.UtilityCustomFunctions - Actual:Delhi
20:39:23.309 [main] INFO  utilities.UtilityCustomFunctions - Expected:Delhi
20:39:23.309 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
20:39:31.734 [main] INFO  utilities.UtilityCustomFunctions - Actual:Total Validation Count1771
20:39:31.734 [main] INFO  utilities.UtilityCustomFunctions - Expected:Total Validation Count1771
20:39:31.734 [main] INFO  utilities.UtilityCustomFunctions - Message:pass
20:39:34.112 [main] INFO  testCases.WebForms.TC036_WF_RRYN_OneY_TwoY - Test Execution on Browser: chrome
20:39:34.127 [main] INFO  testCases.WebForms.TC036_WF_RRYN_OneY_TwoY - Excel file Utility instance created
20:39:34.189 [main] INFO  utilities.UtilityCustomFunctions - Actual:Total Validation Count1772
20:39:34.189 [main] INFO  utilities.UtilityCustomFunctions - Expected:Total Validation Count1772
20:39:34.189 [main] INFO  utilities.UtilityCustomFunctions - Message:pass
20:39:36.498 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Test Execution on Browser: chrome
20:39:36.511 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Excel file Utility instance created
20:39:36.577 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Row Count is: 17
20:39:36.583 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Col Count is: 15
20:39:40.631 [main] INFO  utilities.UtilityCustomFunctions - PRIYAN entered in  input
20:39:41.963 [main] INFO  utilities.UtilityCustomFunctions - rsoft entered in  input
20:39:43.302 [main] INFO  utilities.UtilityCustomFunctions - RSoft!@345 entered in  input
20:39:54.529 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Avatar
20:39:57.935 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Menu CRM Setting
20:40:00.051 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Menu User Access Control
20:40:03.710 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Avatar
20:40:06.866 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Menu CRM Setting
20:40:06.936 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - Clicked Integration
20:40:18.453 [main] INFO  testCases.WebForms.TC037_WF_RRYN_OneYN_TwoN - [ETNotification Webform] is selected in List
20:40:58.087 [main] INFO  utilities.UtilityCustomFunctions - Actual:Sandra Jeremy
20:40:58.087 [main] INFO  utilities.UtilityCustomFunctions - Expected:Sandra Jeremy
20:40:58.087 [main] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
20:40:59.212 [main] INFO  utilities.UtilityCustomFunctions - Actual:+91
20:40:59.212 [main] INFO  utilities.UtilityCustomFunctions - Expected:+91
20:40:59.212 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
20:41:00.343 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840010858
20:41:00.343 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840010858
20:41:00.343 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:41:01.440 [main] INFO  utilities.UtilityCustomFunctions - Actual:Julia@rsoft.in
20:41:01.440 [main] INFO  utilities.UtilityCustomFunctions - Expected:Julia@rsoft.in
20:41:01.440 [main] INFO  utilities.UtilityCustomFunctions - Message:Email
20:41:02.554 [main] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
20:41:02.554 [main] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
20:41:02.554 [main] INFO  utilities.UtilityCustomFunctions - Message:Text
20:41:03.672 [main] INFO  utilities.UtilityCustomFunctions - Actual:three
20:41:03.672 [main] INFO  utilities.UtilityCustomFunctions - Expected:three
20:41:03.672 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
20:41:04.784 [main] INFO  utilities.UtilityCustomFunctions - Actual:Goa
20:41:04.784 [main] INFO  utilities.UtilityCustomFunctions - Expected:Goa
20:41:04.784 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
20:41:17.803 [main] INFO  utilities.UtilityCustomFunctions - Actual:Michelle Sean
20:41:17.803 [main] INFO  utilities.UtilityCustomFunctions - Expected:Carol
20:41:17.803 [main] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
20:41:18.917 [main] INFO  utilities.UtilityCustomFunctions - Actual:+91
20:41:18.918 [main] INFO  utilities.UtilityCustomFunctions - Expected:+91
20:41:18.918 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
20:41:20.037 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840011383
20:41:20.037 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840011383
20:41:20.037 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:41:21.150 [main] INFO  utilities.UtilityCustomFunctions - Actual:Grace@rsoft.in
20:41:21.150 [main] INFO  utilities.UtilityCustomFunctions - Expected:Grace@rsoft.in
20:41:21.150 [main] INFO  utilities.UtilityCustomFunctions - Message:Email
20:41:22.267 [main] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
20:41:22.267 [main] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
20:41:22.267 [main] INFO  utilities.UtilityCustomFunctions - Message:Text
20:41:23.389 [main] INFO  utilities.UtilityCustomFunctions - Actual:one
20:41:23.390 [main] INFO  utilities.UtilityCustomFunctions - Expected:one
20:41:23.390 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
20:41:24.516 [main] INFO  utilities.UtilityCustomFunctions - Actual:Bihar
20:41:24.516 [main] INFO  utilities.UtilityCustomFunctions - Expected:Bihar
20:41:24.517 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
20:41:37.633 [main] INFO  utilities.UtilityCustomFunctions - Actual:Carol Gerald
20:41:37.633 [main] INFO  utilities.UtilityCustomFunctions - Expected:Michelle
20:41:37.633 [main] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
20:41:38.767 [main] INFO  utilities.UtilityCustomFunctions - Actual:+91
20:41:38.767 [main] INFO  utilities.UtilityCustomFunctions - Expected:+91
20:41:38.767 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
20:41:39.908 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840061740
20:41:39.908 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840061740
20:41:39.908 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:41:41.028 [main] INFO  utilities.UtilityCustomFunctions - Actual:Amber@rsoft.in
20:41:41.028 [main] INFO  utilities.UtilityCustomFunctions - Expected:Amber@rsoft.in
20:41:41.028 [main] INFO  utilities.UtilityCustomFunctions - Message:Email
20:41:42.155 [main] INFO  utilities.UtilityCustomFunctions - Actual:Welcome to Automation World...!
20:41:42.155 [main] INFO  utilities.UtilityCustomFunctions - Expected:Welcome to Automation World...!
20:41:42.155 [main] INFO  utilities.UtilityCustomFunctions - Message:Text
20:41:43.264 [main] INFO  utilities.UtilityCustomFunctions - Actual:one
20:41:43.264 [main] INFO  utilities.UtilityCustomFunctions - Expected:one
20:41:43.264 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiSelect
20:41:44.361 [main] INFO  utilities.UtilityCustomFunctions - Actual:Goa
20:41:44.361 [main] INFO  utilities.UtilityCustomFunctions - Expected:Goa
20:41:44.361 [main] INFO  utilities.UtilityCustomFunctions - Message:MultiChoice State
20:41:57.988 [main] INFO  utilities.UtilityCustomFunctions - Actual:Lisa Noah
20:41:57.988 [main] INFO  utilities.UtilityCustomFunctions - Expected:Lisa Noah
20:41:57.988 [main] INFO  utilities.UtilityCustomFunctions - Message:AssignedTo Value
20:41:59.106 [main] INFO  utilities.UtilityCustomFunctions - Actual:+91
20:41:59.106 [main] INFO  utilities.UtilityCustomFunctions - Expected:+91
20:41:59.106 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number Prefix
20:42:00.237 [main] INFO  utilities.UtilityCustomFunctions - Actual:9840086841
20:42:00.237 [main] INFO  utilities.UtilityCustomFunctions - Expected:9840086841
20:42:00.237 [main] INFO  utilities.UtilityCustomFunctions - Message:Mobile Number
20:42:01.340 [main] INFO  utilities.UtilityCustomFunctions - Actual:Alice@rsoft.in
